
Term A,Term B,conjunction,A~B,B~A,disjunction,conj/disj
Insula*,("Nucleus cuneatus" OR "cuneate nucleus"),6,17167,686,17853,0.000336077970089
"Pontine nuclei",("Red nucleus"),69,729,2307,3036,0.0227272727273
Operculum,"Olfactory bulb",1,925,11210,12135,8.2406262876e-05
"Olfactory bulb","Primary motor",0,11211,3205,14416,0.0
"Nucleus basalis",("Nucleus gracilis" OR "gracile nucleus"),0,1847,374,2221,0.0
"Medial frontal",("Ventral anterior" AND (nuclei OR nucleus)),2,1593,235,1828,0.00109409190372
(Medulla OR "medulla oblongata"),"Ventromedial prefrontal",0,50822,3,50825,0.0
(Periventricular AND (nuclei OR nucleus)),"Superior temporal",2,2493,4105,6598,0.00030312215823
("Red nucleus"),"Zona incerta",45,2331,929,3260,0.0138036809816
Striatum,"Stria terminalis",238,58702,2492,61194,0.00388927018989
Pulvinar,"Primary motor",8,1125,3197,4322,0.00185099490976
(Superior AND collicul*),("Ventral posterolateral" AND (nuclei OR nucleus)),6,10078,142,10220,0.000587084148728
Pulvinar,("Straight gyrus" OR "gyrus rectus"),1,1132,129,1261,0.000793021411578
Subgranular,"Zona incerta",1,631,973,1604,0.000623441396509
"Amygdala","Lingual gyrus",18,23339,236,23575,0.000763520678685
"Angular gyrus",Subthalam*,1,501,4128,4629,0.000216029379996
"Anterior cingulate","Lateral geniculate",4,5798,5176,10974,0.000364497904137
"Calcarine fissure",Entorhinal,0,103,5547,5650,0.0
"Dorsolateral prefrontal",("Ventral posterior" AND (nuclei OR nucleus)),1,3003,355,3358,0.000297796307326
(Dorsomedial AND hypothal*),(Raphe AND (nuclei OR nucleus)),212,1927,8109,10036,0.0211239537664
"Dorsolateral prefrontal",Subgranular,0,3004,632,3636,0.0
("Centromedian" AND (nuclei OR nucleus)),"Dorsolateral prefrontal",1,215,3003,3218,0.000310752019888
"Calcarine fissure","Stria terminalis",0,103,2730,2833,0.0
Cingulum,Striatum,25,660,58915,59575,0.000419639110365
Claustrum,Pulvinar,154,82587,979,83566,0.00184285474954
"Indusium griseum",("Mammillary body" OR "Mammillary bodies),1,76,1,77,0.012987012987
Hypothalam*,"Supplementary motor",15,107534,2346,109880,0.000136512559155
Hypothalam*,Subthalam*,308,107241,3821,111062,0.00277322576579
("Mammillary body" OR "Mammillary bodies),("Medial dorsal" AND nucl*),85,85,110,195,0.435897435897
("Mammillary body" OR "Mammillary bodies),"Primary auditory",1,1,1868,1869,0.000535045478866
("Mammillary body" OR "Mammillary bodies),("Straight gyrus" OR "gyrus rectus"),0,0,130,130,0.0
"Inferior temporal","Zona incerta",0,1711,974,2685,0.0
Infralimbic,Premotor,5,491,4724,5215,0.000958772770853
Infralimbic,Subthalam*,10,486,4119,4605,0.00217155266015
Infralimbic,Subgranular,0,496,632,1128,0.0
"Postcentral gyrus","Posterior parietal",19,512,2135,2647,0.0071779372875
"Medial frontal",("Ventral posterior" AND (nuclei OR nucleus)),0,1595,356,1951,0.0
(Periventricular AND (nuclei OR nucleus)),"Substantia nigra",142,2353,19245,21598,0.006574682841
Pineal,"Substantia nigra",58,14345,19329,33674,0.00172239710162
"Primary motor","Substantia nigra",39,3166,19348,22514,0.00173225548548
(Septal AND (nuclei OR nucleus)),"Thalamic reticular",11,4649,589,5238,0.00210003818251
"Piriform cortex",Subgranular,5,1738,627,2365,0.00211416490486
"Superior frontal",Thalamus,105,986,42777,43763,0.00239928706899
Precuneus,Striatum,53,1167,58887,60054,0.00088253904819
("Red nucleus"),"Stria terminalis",19,2357,2711,5068,0.00374901341752
("Ventral posteromedial" AND (nuclei OR nucleus)),"Ventral tegmentum",0,112,285,397,0.0
periaqueductal,"Superior temporal",14,4562,4093,8655,0.00161756210283
Precuneus,"Zona incerta",0,1220,974,2194,0.0
Ambiguus,"Postcentral gyrus",0,1216,531,1747,0.0
"Basal forbrain",Fusiform,0,1,5455,5456,0.0
"Angular gyrus","Interstitial nucleus",0,502,514,1016,0.0
"Broca's area","Indusium griseum",0,694,77,771,0.0
"Broca's area",Subiculum,31,663,98210,98873,0.000313533522802
Caudate,Infralimbic,30,18771,466,19237,0.00155949472371
Caudate,"Lingual gyrus",28,18773,226,18999,0.00147376177694
("Heschl's gyrus" OR "Transverse temporal"),"Wernicke's area",4,1144,247,1391,0.00287562904385
("Heschl's gyrus" OR "Transverse temporal"),("Gustatory cortex" OR "gustatory area"),0,1148,153,1301,0.0
Cingulum,(Inferior AND collicul*),2,683,4281,4964,0.000402900886382
"Dentate gyrus",Striatum,587,10856,58353,69209,0.00848155586701
Fusiform,Insula*,159,5296,17014,22310,0.00712684894666
"Indusium griseum",Perirhinal,0,77,1200,1277,0.0
Fusiform,"Substantia nigra",39,5416,19348,24764,0.00157486674204
"Inferior frontal",("Superior olive" OR "superior olivary"),0,2812,1257,4069,0.0
("Locus coeruleus" OR "locus ceruleus"),"Visual extrastriate",1,7638,1533,9171,0.00010903936321
("Mammillary body" OR "Mammillary bodies),("Nucleus cuneatus" OR "cuneate nucleus"),0,0,692,692,0.0
"Inferior temporal",Parahippocamp*,143,1568,2516,4084,0.0350146914789
"Globus pallidus","Pontine nuclei",36,8070,762,8832,0.00407608695652
(Inferior AND collicul*),Subgranular,0,4283,632,4915,0.0
"Lingual gyrus",("Red nucleus"),0,254,2376,2630,0.0
(Medulla OR "medulla oblongata"),Temporoparietal,3,50819,1457,52276,5.73877113781e-05
Insula*,Pons,169,17004,25415,42419,0.00398406374502
("Locus coeruleus" OR "locus ceruleus"),("Red nucleus"),103,7536,2273,9809,0.0105005607096
Operculum,"Stria terminalis",0,926,2730,3656,0.0
"Postcentral gyrus","Visual extrastriate",0,531,1534,2065,0.0
"Paracentral lobule",("Red nucleus"),0,65,2376,2441,0.0
"Posterior cingulate",Pulvinar,16,1886,1117,3003,0.00532800532801
("Straight gyrus" OR "gyrus rectus"),("Ventral posterior" AND (nuclei OR nucleus)),0,130,356,486,0.0
(Periventricular AND (nuclei OR nucleus)),"Zona incerta",124,2371,850,3221,0.038497361068
("Straight gyrus" OR "gyrus rectus"),"Visual extrastriate",0,130,1534,1664,0.0
(Septal AND (nuclei OR nucleus)),Subiculum,1500,3160,96741,99901,0.0150148647161
Temporoparietal,("Ventral anterior" AND (nuclei OR nucleus)),0,1460,237,1697,0.0
Pulvinar,("Red nucleus"),7,1126,2369,3495,0.00200286123033
Pulvinar,"Superior temporal",46,1087,4061,5148,0.00893550893551
Striatum,("Ventral posterolateral" AND (nuclei OR nucleus)),11,58929,137,59066,0.000186232350252
("Nucleus gracilis" OR "gracile nucleus"),("Superior olive" OR "superior olivary"),6,368,1251,1619,0.00370599135269
Subgranular,"Wernicke's area",0,632,251,883,0.0
Ambiguus,("Heschl's gyrus" OR "Transverse temporal"),0,1216,1148,2364,0.0
"Amygdala",(Raphe AND (nuclei OR nucleus)),680,22677,7641,30318,0.0224289201135
"Amygdala","Visual cortex",245,23112,22635,45747,0.00535554243994
"Angular gyrus",("Posterior nucleus" AND hypothalamus),0,502,67,569,0.0
"Lateral geniculate","Primary sensory",20,5160,2990,8150,0.00245398773006
Cerebellum,Hippocamp*,8991,56409,95103,151512,0.0593418343102
"Lateral geniculate","Posterior parahippocampal gyrus",1,5179,40,5219,0.00019160758766
Cerebellum,"Interstitial nucleus",86,65314,428,65742,0.00130814395668
(Dorsomedial AND hypothal*),"Superior frontal",0,2139,1091,3230,0.0
Fusiform,Parahippocamp*,301,5154,2358,7512,0.0400692225772
"Dorsolateral prefrontal","Medial frontal",93,2911,1502,4413,0.0210740992522
("Gustatory cortex" OR "gustatory area"),Infralimbic,2,151,494,645,0.0031007751938
Entorhinal,Hippocamp*,4186,1361,99908,101269,0.0413354531002
("Heschl's gyrus" OR "Transverse temporal"),("Red nucleus"),2,1146,2374,3520,0.000568181818182
("Heschl's gyrus" OR "Transverse temporal"),Orbitofrontal,10,1138,2986,4124,0.00242483026188
("Gustatory cortex" OR "gustatory area"),"Stria terminalis",8,145,2722,2867,0.00279037321242
Claustrum,(Superior AND collicul*),620,82121,9464,91585,0.00676966752197
(Cochlear AND (nuclei OR nucleus)),"Nucleus accumbens",16,5291,12529,17820,0.000897867564534
Claustrum,(Septal AND (nuclei OR nucleus)),1560,81181,3100,84281,0.0185095098539
"Dentate gyrus","Medial frontal",8,11435,1587,13022,0.000614344954692
("Inferior olive" OR "Inferior olivary"),Putamen,75,2305,10674,12979,0.00577856537484
"Inferior temporal","Middle temporal",141,1570,1496,3066,0.045988258317
"Interstitial nucleus",Pineal,4,510,14399,14909,0.000268294318868
("Mammillary body" OR "Mammillary bodies),"Nucleus accumbens",46,46,12503,12549,0.00366563072755
Hippocamp*,"Visual extrastriate",32,104062,1502,105564,0.000303133644045
"Inferior parietal lobule","Supplementary motor",61,735,2300,3035,0.0200988467875
("Locus coeruleus" OR "locus ceruleus"),Operculum,3,7636,923,8559,0.000350508236944
("Medial dorsal" AND nucl*),(Medulla OR "medulla oblongata"),8,105,50814,50919,0.00015711227636
("Medial dorsal" AND nucl*),Prefrontal,15,98,24086,24184,0.000620244789944
"Inferior temporal",("Ventral posteromedial" AND (nuclei OR nucleus)),0,1711,112,1823,0.0
("Nucleus cuneatus" OR "cuneate nucleus"),"Superior temporal",0,692,4107,4799,0.0
"Medial geniculate",Premotor,5,1244,4724,5968,0.000837801608579
"Pontine nuclei","Primary motor",9,789,3196,3985,0.00225846925972
("Locus coeruleus" OR "locus ceruleus"),"Postcentral gyrus",3,7636,528,8164,0.000367466927976
"Postcentral gyrus","Posterior cingulate",23,508,1879,2387,0.00963552576456
"Nucleus accumbens",Thalamus,785,11760,42097,53857,0.0145756354791
"Paracentral lobule",(Septal AND (nuclei OR nucleus)),0,65,4660,4725,0.0
Orbitofrontal,Thalamus,349,2647,42533,45180,0.00772465692784
"Posterior cingulate","Primary sensory",14,1888,2996,4884,0.0028665028665
"Stria terminalis",Striatum,238,2492,58702,61194,0.00388927018989
"Piriform cortex",("Superior olive" OR "superior olivary"),6,1737,1251,2988,0.00200803212851
Prefrontal,(Septal AND (nuclei OR nucleus)),126,23975,4534,28509,0.00441965695044
"Superior temporal",("Ventral posteromedial" AND (nuclei OR nucleus)),1,4106,111,4217,0.000237135404316
"Amygdala","Indusium griseum",11,23346,66,23412,0.000469844524176
"Amygdala",Thalamus,2982,20375,39900,60275,0.0494732476151
"Angular gyrus","Piriform cortex",0,502,1743,2245,0.0
(Intralaminar AND (nuclei OR nucleus)),Prefrontal,83,1017,24018,25035,0.0033153584981
Cingulate,Cerebellum,1033,10071,64367,74438,0.0138773207233
"Anterior cingulate","Diagonal band of Broca",14,5788,881,6669,0.00209926525716
"Basal forbrain","Inferior temporal",0,1,1711,1712,0.0
Cerebellum,(Raphe AND (nuclei OR nucleus)),452,64948,7869,72817,0.00620734169219
"Dorsolateral prefrontal","Visual cortex",70,2934,22810,25744,0.00271908017402
(Dorsomedial AND hypothal*),"Piriform cortex",33,2106,1710,3816,0.00864779874214
(Dorsomedial AND hypothal*),"Olfactory bulb",50,2089,11161,13250,0.00377358490566
(Dorsomedial AND hypothal*),Thalamus,329,1810,42553,44363,0.0074160899849
"Lateral geniculate","Ventral tegmentum",1,5179,284,5463,0.000183049606443
"Dorsolateral prefrontal","Middle temporal",47,2957,1590,4547,0.0103364855949
Entorhinal,(Dorsomedial AND hypothal*),36,5511,2103,7614,0.00472813238771
"Calcarine fissure","Nucleus basalis",0,103,1847,1950,0.0
"Broca's area","Medial geniculate",0,694,1249,1943,0.0
Cingulum,"Inferior temporal",11,674,1700,2374,0.00463352990733
Caudate,"Wernicke's area",2,18799,249,19048,0.000104997900042
Claustrum,"Inferior temporal",110,82631,1601,84232,0.00130591699117
Hypothalam*,Pulvinar,58,107491,1075,108566,0.000534237238178
"Dentate gyrus",("Ventral anterior" AND (nuclei OR nucleus)),0,11443,237,11680,0.0
("Inferior olive" OR "Inferior olivary"),"Middle temporal",1,2379,1636,4015,0.000249066002491
(Inferior AND collicul*),Perirhinal,18,4265,1182,5447,0.00330457132366
"Globus pallidus",Hypothalam*,690,7416,106859,114275,0.00603806606869
"Inferior parietal lobule",Subgranular,0,796,632,1428,0.0
Entorhinal,Subthalam*,20,5527,4109,9636,0.00207555002076
"Lingual gyrus",Orbitofrontal,20,234,2976,3210,0.00623052959502
"Lingual gyrus","Wernicke's area",0,254,251,505,0.0
("Nucleus gracilis" OR "gracile nucleus"),Orbitofrontal,0,374,2996,3370,0.0
("Nucleus cuneatus" OR "cuneate nucleus"),(Septal AND (nuclei OR nucleus)),5,687,4655,5342,0.00093597903407
("Nucleus gracilis" OR "gracile nucleus"),"Superior frontal",0,374,1091,1465,0.0
Infralimbic,"Posterior parietal",2,494,2152,2646,0.000755857898715
Operculum,Thalamus,69,857,42813,43670,0.00158003205862
"Nucleus accumbens",("Ventral anterior" AND (nuclei OR nucleus)),15,12530,222,12752,0.00117628607277
Orbitofrontal,Precuneus,67,2929,1153,4082,0.0164135227829
"Medial frontal","Ventral tegmentum",1,1594,284,1878,0.000532481363152
("Posterior nucleus" AND hypothalamus),"Visual extrastriate",0,67,1534,1601,0.0
"Posterior cingulate",Prefrontal,620,1282,23481,24763,0.025037354117
Premotor,Thalamus,440,4289,42442,46731,0.00941559136333
"Middle frontal",Prefrontal,315,713,23786,24499,0.0128576676599
"Thalamic reticular","Wernicke's area",0,600,251,851,0.0
(Superior AND collicul*),("Ventral posterior" AND (nuclei OR nucleus)),17,10067,339,10406,0.00163367288103
"Substantia nigra",Thalamus,2104,17283,40778,58061,0.0362377499526
"Amygdala","Primary sensory",32,23325,2978,26303,0.00121659126335
"Amygdala",(Periventricular AND (nuclei OR nucleus)),305,23052,2190,25242,0.0120830362095
"Anterior cingulate",Precuneus,270,5532,950,6482,0.0416538105523
"Anterior cingulate",Pulvinar,29,5773,1104,6877,0.00421695506762
"Anterior cingulate",("Red nucleus"),6,5796,2370,8166,0.000734753857458
"Angular gyrus","Zona incerta",0,502,974,1476,0.0
"Lateral geniculate",Subiculum,190,4990,98051,103041,0.00184392620413
"Diagonal band of Broca",("Ventral posteromedial" AND (nuclei OR nucleus)),1,894,111,1005,0.000995024875622
"Dentate gyrus",(Cochlear AND (nuclei OR nucleus)),31,11412,5276,16688,0.00185762224353
"Dentate gyrus","Diagonal band of Broca",38,11405,857,12262,0.00309900505627
"Broca's area",("Straight gyrus" OR "gyrus rectus"),0,694,130,824,0.0
"Calcarine fissure",Thalamus,10,93,42872,42965,0.000232747585244
Claustrum,"Visual cortex",611,82130,22269,104399,0.00585254648033
"Indusium griseum",("Locus coeruleus" OR "locus ceruleus"),3,74,7636,7710,0.000389105058366
Hypothalam*,("Ventral posteromedial" AND (nuclei OR nucleus)),11,107538,101,107639,0.000102193442897
"Globus pallidus","Medial geniculate",27,8079,1222,9301,0.0029029136652
"Inferior parietal lobule",("Superior olive" OR "superior olivary"),1,795,1256,2051,0.000487567040468
Hippocamp*,"Primary sensory",78,104016,2932,106948,0.000729326401616
Hippocamp*,Precuneus,182,103912,1038,104950,0.00173415912339
("Mammillary body" OR "Mammillary bodies),(Medulla OR "medulla oblongata"),30,30,50783,50813,0.000590400094464
("Nucleus gracilis" OR "gracile nucleus"),"Pontine nuclei",7,367,791,1158,0.00604490500864
("Medial dorsal" AND nucl*),"Posterior parietal",2,111,2152,2263,0.000883782589483
("Nucleus cuneatus" OR "cuneate nucleus"),Precuneus,0,692,1220,1912,0.0
periaqueductal,"Visual extrastriate",0,4576,1534,6110,0.0
"Middle frontal",("Ventral posterolateral" AND (nuclei OR nucleus)),0,1028,148,1176,0.0
Perirhinal,("Red nucleus"),3,1197,2373,3570,0.000840336134454
(Medulla OR "medulla oblongata"),"Primary motor",22,50800,3183,53983,0.000407535705685
("Locus coeruleus" OR "locus ceruleus"),"Primary auditory",4,7635,1865,9500,0.000421052631579
"Nucleus accumbens","Olfactory bulb",407,12138,10804,22942,0.0177403888066
"Olfactory bulb",("Superior olive" OR "superior olivary"),22,11189,1235,12424,0.00177076625885
"Medial frontal",(Septal AND (nuclei OR nucleus)),14,1581,4646,6227,0.00224827364702
"Medial frontal",Subthalam*,4,1591,4125,5716,0.000699790062981
Operculum,(Superior AND collicul*),5,921,10079,11000,0.000454545454545
"Paracentral lobule",Subgranular,0,65,632,697,0.0
Orbitofrontal,("Ventral posteromedial" AND (nuclei OR nucleus)),0,2996,112,3108,0.0
("Posterior nucleus" AND hypothalamus),"Zona incerta",6,61,968,1029,0.00583090379009
("Posterior nucleus" AND hypothalamus),"Superior temporal",0,67,4107,4174,0.0
"Posterior parahippocampal gyrus",Thalamus,3,38,42879,42917,6.99023696903e-05
"Posterior parahippocampal gyrus",("Ventral posteromedial" AND (nuclei OR nucleus)),0,41,112,153,0.0
"Posterior parietal",("Superior olive" OR "superior olivary"),0,2154,1257,3411,0.0
Prefrontal,("Superior olive" OR "superior olivary"),3,24098,1254,25352,0.000118333859262
(Raphe AND (nuclei OR nucleus)),("Ventral posterior" AND (nuclei OR nucleus)),14,8307,342,8649,0.00161868424095
"Anterior cingulate",Perirhinal,44,5758,1156,6914,0.00636389933468
Cerebellum,Insula*,576,64824,16597,81421,0.00707434200022
"Dorsolateral prefrontal","Diagonal band of Broca",0,3004,895,3899,0.0
(Dorsomedial AND hypothal*),(Septal AND (nuclei OR nucleus)),158,1981,4502,6483,0.0243714329786
"Diagonal band of Broca",Subiculum,298,597,97943,98540,0.00302415262837
(Dorsomedial AND hypothal*),Subgranular,0,2139,632,2771,0.0
Entorhinal,Operculum,5,5542,921,6463,0.000773634535046
(Intralaminar AND (nuclei OR nucleus)),("Ventral anterior" AND (nuclei OR nucleus)),45,1055,192,1247,0.0360866078589
("Gustatory cortex" OR "gustatory area"),("Locus coeruleus" OR "locus ceruleus"),1,152,7638,7790,0.00012836970475
("Centromedian" AND (nuclei OR nucleus)),Operculum,0,216,926,1142,0.0
(Cochlear AND (nuclei OR nucleus)),(Dorsomedial AND hypothal*),9,5298,2130,7428,0.00121163166397
"Inferior frontal","Substantia nigra",9,2803,19378,22181,0.000405752671205
"Globus pallidus","Piriform cortex",41,8065,1702,9767,0.0041978089485
"Inferior parietal lobule","Medial frontal",40,756,1555,2311,0.0173085244483
"Lingual gyrus","Postcentral gyrus",12,242,519,761,0.0157687253614
"Interstitial nucleus",Orbitofrontal,0,514,2996,3510,0.0
"Inferior temporal","Ventral tegmentum",0,1711,285,1996,0.0
"Medial geniculate",("Ventral anterior" AND (nuclei OR nucleus)),5,1244,232,1476,0.00338753387534
Insula*,"Interstitial nucleus",5,17168,509,17677,0.000282853425355
Insula*,"Posterior cingulate",314,16859,1588,18447,0.017021737952
Insula*,"Primary auditory",39,17134,1830,18964,0.00205652815862
Operculum,Striatum,27,899,58913,59812,0.000451414431887
Orbitofrontal,Subgranular,1,2995,631,3626,0.000275785990072
(Periventricular AND (nuclei OR nucleus)),(Raphe AND (nuclei OR nucleus)),228,2267,8093,10360,0.0220077220077
"Posterior parahippocampal gyrus",Striatum,1,40,58939,58979,1.69551874396e-05
(Periventricular AND (nuclei OR nucleus)),Pons,148,2347,25436,27783,0.00532699852428
Premotor,"Ventral tegmentum",1,4728,284,5012,0.000199521149242
Premotor,Subiculum,106,4623,98135,102758,0.001031549855
Precuneus,(Raphe AND (nuclei OR nucleus)),1,1219,8320,9539,0.000104832791697
Prefrontal,Thalamus,1852,22249,41030,63279,0.0292672134515
(Raphe AND (nuclei OR nucleus)),("Ventral posteromedial" AND (nuclei OR nucleus)),4,8317,108,8425,0.000474777448071
Ambiguus,periaqueductal,52,1164,4524,5688,0.00914205344585
"Angular gyrus","Dentate gyrus",3,499,11440,11939,0.000251277326409
"Anterior cingulate",("Mammillary body" OR "Mammillary bodies),15,5787,41,5828,0.00257378174331
"Angular gyrus",Prefrontal,94,408,24007,24415,0.00385009215646
("Centromedian" AND (nuclei OR nucleus)),"Substantia nigra",30,186,19357,19543,0.00153507649798
"Diagonal band of Broca",("Locus coeruleus" OR "locus ceruleus"),55,840,7584,8424,0.0065289648623
"Amygdala","Anterior cingulate",899,22458,4903,27361,0.0328569862213
